TERMS AND CONDITIONS
https://www.bankofcanada.ca/terms/

NAME
"Unemployment rate"

DESCRIPTION
"Scroll down for data."

LINK
"https://www.bankofcanada.ca/?p=201766"

SERIES
id,label,description
date,SWP-URATE1982Q2,SWP-URATE1982Q3,SWP-URATE1982Q4,SWP-URATE1983Q1,SWP-URATE1983Q2,SWP-URATE1983Q3,SWP-URATE1983Q4,SWP-URATE1984Q1,SWP-URATE1984Q2,SWP-URATE1984Q3,SWP-URATE1984Q4,SWP-URATE1985Q1,SWP-URATE1985Q2,SWP-URATE1985Q3,SWP-URATE1985Q4,SWP-URATE1986Q1,SWP-URATE1986Q2,SWP-URATE1986Q3,SWP-URATE1986Q4,SWP-URATE1987Q1,SWP-URATE1987Q2,SWP-URATE1987Q3,SWP-URATE1987Q4,SWP-URATE1988Q1,SWP-URATE1988Q2,SWP-URATE1988Q3,SWP-URATE1988Q4,SWP-URATE1989Q1,SWP-URATE1989Q2,SWP-URATE1989Q3,SWP-URATE1989Q4,SWP-URATE1990Q1,SWP-URATE1990Q2,SWP-URATE1990Q3,SWP-URATE1990Q4,SWP-URATE1991Q1,SWP-URATE1991Q2,SWP-URATE1991Q3,SWP-URATE1991Q4,SWP-URATE1992Q1,SWP-URATE1992Q2,SWP-URATE1992Q3,SWP-URATE1992Q4,SWP-URATE1993Q1,SWP-URATE1993Q2,SWP-URATE1993Q3,SWP-URATE1993Q4,SWP-URATE1994Q1,SWP-URATE1994Q2,SWP-URATE1994Q3,SWP-URATE1994Q4,SWP-URATE1995Q1,SWP-URATE1995Q2,SWP-URATE1995Q3,SWP-URATE1995Q4,SWP-URATE1996Q1,SWP-URATE1996Q2,SWP-URATE1996Q3,SWP-URATE1996Q4,SWP-URATE1997Q1,SWP-URATE1997Q2,SWP-URATE1997Q3,SWP-URATE1997Q4,SWP-URATE1998Q1,SWP-URATE1998Q2,SWP-URATE1998Q3,SWP-URATE1998Q4,SWP-URATE1999Q1,SWP-URATE1999Q2,SWP-URATE1999Q3,SWP-URATE1999Q4,SWP-URATE2000Q1,SWP-URATE2000Q2,SWP-URATE2000Q3,SWP-URATE2000Q4,SWP-URATE2001Q1,SWP-URATE2001Q2,SWP-URATE2001Q3,SWP-URATE2001Q4,SWP-URATE2002Q1,SWP-URATE2002Q2,SWP-URATE2002Q3,SWP-URATE2002Q4,SWP-URATE2003Q1,SWP-URATE2003Q2,SWP-URATE2003Q3,SWP-URATE2003Q4,SWP-URATE2004Q1,SWP-URATE2004Q2,SWP-URATE2004Q3,SWP-URATE2004Q4,SWP-URATE2005Q1,SWP-URATE2005Q2,SWP-URATE2005Q3,SWP-URATE2005Q4,SWP-URATE2006Q1,SWP-URATE2006Q2,SWP-URATE2006Q3,SWP-URATE2006Q4,SWP-URATE2007Q1,SWP-URATE2007Q2,SWP-URATE2007Q3,SWP-URATE2007Q4,SWP-URATE2008Q1,SWP-URATE2008Q2,SWP-URATE2008Q3,SWP-URATE2008Q4,SWP-URATE2009Q1,SWP-URATE2009Q2,SWP-URATE2009Q3,SWP-URATE2009Q4,SWP-URATE2010Q1,SWP-URATE2010Q2,SWP-URATE2010Q3,SWP-URATE2010Q4,SWP-URATE2011Q1,SWP-URATE2011Q2,SWP-URATE2011Q3,SWP-URATE2011Q4,SWP-URATE2012Q1,SWP-URATE2012Q2,SWP-URATE2012Q3,SWP-URATE2012Q4,SWP-URATE2013Q1,SWP-URATE2013Q2,SWP-URATE2013Q3,SWP-URATE2013Q4
1967Q1,0.03711894035,0.03711894035,0.03711894035,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711571932,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572886,0.03711572649,0.03711572649,0.03711572649,0.03711572649,0.03711572649,0.03711572649,0.05884118250,0.05884118250,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03641844192,0.03794797026,0.03794797026,0.03794797026,0.03794797026,0.03794797026,0.03794797026,0.03794797026,0.03794797026,0.03794797026,,,,,,,,,,,,,,,,,,,
1967Q2,0.03738478899,0.03738478899,0.03738478899,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738802910,0.03738803064,0.03738803064,0.03738803064,0.03738803064,0.03738803064,0.03738803064,0.05933684453,0.05933684453,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03668826545,0.03821736549,0.03821736549,0.03821736549,0.03821736549,0.03821736549,0.03821736549,0.03821736549,0.03821736549,0.03821736549,,,,,,,,,,,,,,,,,,,
1967Q3,0.03686892033,0.03686892033,0.03686892033,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686733961,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734915,0.03686734606,0.03686734606,0.03686734606,0.03686734606,0.03686734606,0.03686734607,0.05905793092,0.05905793092,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03616468594,0.03769461707,0.03769461707,0.03769461707,0.03769461707,0.03769461707,0.03769461707,0.03769461707,0.03769461707,0.03769461707,,,,,,,,,,,,,,,,,,,
1967Q4,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160089016,0.04160088749,0.04160088749,0.04160088749,0.04160088749,0.04160088749,0.04160088749,0.06391132108,0.06391132108,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04089922408,0.04242163991,0.04242163991,0.04242163991,0.04242163991,0.04242163991,0.04242163991,0.04242163991,0.04242163991,0.04242163991,,,,,,,,,,,,,,,,,,,
1968Q1,0.04431189060,0.04431189060,0.04431189060,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430810928,0.04430811179,0.04430811179,0.04430811179,0.04430811179,0.04430811179,0.04430811179,0.06678309235,0.06678309235,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04360587343,0.04512399290,0.04512399290,0.04512399290,0.04512399290,0.04512399290,0.04512399290,0.04512399290,0.04512399290,0.04512399290,,,,,,,,,,,,,,,,,,,
1968Q2,0.04526453018,0.04526453018,0.04526453018,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526644230,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526645184,0.04526644709,0.04526644709,0.04526644709,0.04526644709,0.04526644709,0.04526644709,0.04526659181,0.04526659181,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04456236386,0.04607896505,0.04607896505,0.04607896505,0.04607896505,0.04607896505,0.04607896505,0.04607896505,0.04607896505,0.04607896505,,,,,,,,,,,,,,,,,,,
1968Q3,0.04526491165,0.04526491165,0.04526491165,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518525124,0.04518524700,0.04518524700,0.04518524700,0.04518524700,0.04518524700,0.04518524700,0.04518516620,0.04518516620,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04447831056,0.04599504517,0.04599504517,0.04599504517,0.04599504517,0.04599504517,0.04599504517,0.04599504517,0.04599504517,0.04599504517,,,,,,,,,,,,,,,,,,,
1968Q4,0.04431892872,0.04431892872,0.04431892872,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832977,0.04435832955,0.04435832955,0.04435832955,0.04435832955,0.04435832955,0.04435832955,0.04435834565,0.04435834565,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04364840824,0.04516646018,0.04516646018,0.04516646018,0.04516646018,0.04516646018,0.04516646018,0.04516646018,0.04516646018,0.04516646018,,,,,,,,,,,,,,,,,,,
1969Q1,0.04294053078,0.04294053078,0.04294053078,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134804,0.04298134618,0.04298134618,0.04298134618,0.04298134618,0.04298134618,0.04298134618,0.04298133099,0.04298133099,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04226773999,0.04378798352,0.04378798352,0.04378798352,0.04378798352,0.04378798352,0.04378798352,0.04378798352,0.04378798352,0.04378798352,,,,,,,,,,,,,,,,,,,
1969Q2,0.04387887001,0.04387887001,0.04387887001,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388064861,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065815,0.04388065760,0.04388065760,0.04388065760,0.04388065760,0.04388065760,0.04388065760,0.04388058068,0.04388058068,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04316529290,0.04468411171,0.04468411171,0.04468411171,0.04468411171,0.04468411171,0.04468411171,0.04468411171,0.04468411171,0.04468411171,,,,,,,,,,,,,,,,,,,
1969Q3,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368733883,0.04368734208,0.04368734208,0.04368734208,0.04368734208,0.04368734208,0.04368734208,0.04368745007,0.04368745007,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04296923902,0.04448836904,0.04448836904,0.04448836904,0.04448836904,0.04448836904,0.04448836904,0.04448836904,0.04448836904,0.04448836904,,,,,,,,,,,,,,,,,,,
1969Q4,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616756916,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616755962,0.04616756516,0.04616756516,0.04616756516,0.04616756516,0.04616756516,0.04616756516,0.04616746393,0.04616746393,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04544869747,0.04696389175,0.04696389175,0.04696389175,0.04696389175,0.04696389175,0.04696389175,0.04696389175,0.04696389175,0.04696389175,,,,,,,,,,,,,,,,,,,
1970Q1,0.04834739208,0.04834739208,0.04834739208,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834543228,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834544182,0.04834543987,0.04834543987,0.04834543987,0.04834543987,0.04834543987,0.04834543987,0.04834562336,0.04834562336,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04762591229,0.04913765059,0.04913765059,0.04913765059,0.04913765059,0.04913765059,0.04913765059,0.04913765059,0.04913765059,0.04913765059,,,,,,,,,,,,,,,,,,,
1970Q2,0.05747171879,0.05747171879,0.05747171879,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943951,0.05746943959,0.05746943959,0.05746943959,0.05746943959,0.05746943959,0.05746943959,0.05746960990,0.05746960990,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05675426605,0.05825151459,0.05825151459,0.05825151459,0.05825151459,0.05825151459,0.05825151459,0.05825151459,0.05825151459,0.05825151459,,,,,,,,,,,,,,,,,,,
1970Q3,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151904106,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151905060,0.06151904724,0.06151904724,0.06151904724,0.06151904724,0.06151904724,0.06151904724,0.06151889700,0.06151889700,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06080415042,0.06229497043,0.06229497043,0.06229497043,0.06229497043,0.06229497043,0.06229497043,0.06229497043,0.06229497043,0.06229497043,,,,,,,,,,,,,,,,,,,
